year,month,day,prcp,dflw,max_upflx,water_evap,eto,no3c,srpc
2011,9,17,0,0,0.033649294942263,0.157411977482737,0.105118167,0.112204785,0.0018117726319
2011,9,18,0,0,0.03339252212644,0.168993846335368,0.085433117,0.112204785,0.0018117726319
2011,9,19,1.119291943,0,0.03522635362852,0.171785186425368,0.029133874,0.112204785,0.0018117726319
2011,9,20,0,0,0.036680792642263,0.164451894394526,0.092913436,0.112204785,0.0018117726319
2011,9,21,0,0,0.036006991609119,0.158880482212737,0.104330765,0.112204785,0.0018117726319
2011,9,22,0.123622114,0,0.035447918826905,0.147221638003579,0.075984293,0.112204785,0.0018117726319
2011,9,23,0.436220708,0,0.034974436996422,0.153046376424526,0.091732333,0.112204785,0.0018117726319
2011,9,24,0.020078751,0,0.034653926232795,0.14224050582558,0.072834685,0.112204785,0.0018117726319
2011,9,25,0.51968532,0,0.034167696836373,0.139865809976316,0.022047256,0.112204785,0.0018117726319
2011,9,26,0.750000405,0,0.047316329605922,0.139979440234526,0.100787456,0.112204785,0.0018117726319
2011,9,27,0.090157529,0,0.04192079803092,0.142001298491683,0.061811057,0.112204785,0.0018117726319
2011,9,28,0.009842525,0,0.039581279287265,0.138018809254526,0.050787429,0.112204785,0.0018117726319
2011,9,29,0.270078886,0,0.038211513705072,0.14665783104558,0.109448878,0.112204785,0.0018117726319
2011,9,30,0.01968505,0,0.043832158393762,0.145810016296421,0.064960665,0.112204785,0.0018117726319
2011,10,1,0,0,0.022630788637942,0.154203042797157,0.069685077,0.112204785,0.001276772343
2011,10,2,0,0,0.011684402805637,0.14302369928,0.100393755,0.112204785,0.001276772343
2011,10,3,0,0,0.006032722549007,0.144120360187157,0.09842525,0.112204785,0.001276772343
2011,10,4,0,0,0.003114728414236,0.130386440211789,0.087401622,0.112204785,0.001276772343
2011,10,5,0,0,0.001608151695173,0.12705518672,0.088582725,0.112204785,0.001276772343
2011,10,6,0,0,0.000830297731825,0.128575958643579,0.094881941,0.112204785,0.001276772343
2011,10,7,0,0,0.000428687357475,0.129684702116315,0.101968559,0.112204785,0.001276772343
2011,10,8,0,0,0.033002203136141,0.110738180900948,0.100393755,0.112204785,0.001276772343
2011,10,9,0,0,0.03257546247263,0.111587081713684,0.087401622,0.112204785,0.001276772343
2011,10,10,0,0,0.032108657929217,0.111513364587263,0.103543363,0.112204785,0.001276772343
2011,10,11,0,0,0.031794824492031,0.113559659471789,0.095669343,0.112204785,0.001276772343
2011,10,12,0,0,0.031421502282563,0.11072026069442,0.061023655,0.112204785,0.001276772343
2011,10,13,0.119685104,0,0.031156323477949,0.106895659140948,0.053149635,0.112204785,0.001276772343
2011,10,14,0.059842552,0,0.030956717897721,0.108067394773685,0.079527602,0.112204785,0.001276772343
2011,10,15,0,0,0.030712480009927,0.099220390271895,0.092913436,0.112204785,0.001276772343
2011,10,16,0,0,0.030482293035233,0.103299132631895,0.099606353,0.112204785,0.001276772343
2011,10,17,0,0,0.030277315050529,0.089420222066421,0.078346499,0.112204785,0.001276772343
2011,10,18,0.379921465,0,0.030109943897156,0.096031683668105,0.013779535,0.112204785,0.001276772343
2011,10,19,1.659056014,0,0.035112839393994,0.089642323721789,0.009055123,0.112204785,0.001276772343
2011,10,20,0.661811381,0.006057089885,0.096552551193468,0.087110690543685,0.018110246,0.112204785,0.001276772343
2011,10,21,0.009842525,0,0.078498830184621,0.086719840490106,0.061023655,0.112204785,0.001276772343
2011,10,22,0,0,0.068270650212588,0.087739118796421,0.064960665,0.112204785,0.001276772343
2011,10,23,0,0,0.062613850071303,0.088438277441683,0.085433117,0.112204785,0.001276772343
2011,10,24,0.090157529,0,0.059203676655008,0.079013754320948,0.080315004,0.112204785,0.001276772343
2011,10,25,0,0,0.056619090298702,0.080559913187369,0.133464639,0.112204785,0.001276772343
2011,10,26,0.099606353,0,0.055630960788734,0.079058147494526,0.106692971,0.112204785,0.001276772343
2011,10,27,0.129133928,0,0.054782843086656,0.076758662158317,0.040944904,0.112204785,0.001276772343
2011,10,28,0,0,0.052895097264125,0.083817856836421,0.03543309,0.112204785,0.001276772343
2011,10,29,0,0,0.0513243897624,0.08169662297442,0.057480346,0.112204785,0.001276772343
2011,10,30,0,0,0.0500073972402,0.079834145748211,0.070472479,0.102580764055,0.001276772343
2011,10,31,0.079921303,0,0.049260111679186,0.079584213487263,0.066535469,0.10279926811,0.001276772343
2011,11,1,0,0,0.048386879121027,0.078813509842737,0.082283509,0.103017772165,0.0011672840949
2011,11,2,0,0,0.047572421870196,0.07929558994558,0.083070911,0.10323627622,0.0011672840949
2011,11,3,0.38976399,0,0.047857901709395,0.07276802736558,0.0393701,0.10345674878,0.0011672840949
2011,11,4,0.050000027,0,0.057726310384789,0.071876769758317,0.060629954,0.103675252835,0.0011672840949
2011,11,5,0,0,0.056992455224728,0.067281736017157,0.065354366,0.10389375689,0.0011672840949
2011,11,6,0,0,0.057460770674469,0.064618688161789,0.088976426,0.104112260945,0.0011672840949
2011,11,7,0,0,0.057171091029853,0.059070762291895,0.024015761,0.104330765,0.0011672840949
2011,11,8,0,0,0.057528362600732,0.0651181454,0.08267721,0.104549269055,0.0011672840949
2011,11,9,0.210236334,0,0.059280924570737,0.067343777861683,0.120078805,0.10476777311,0.0011672840949
2011,11,10,0,0,0.059280924570737,0.071047961239894,0.036614193,0.104986277165,0.0011672840949
2011,11,11,0,0,0.059474044360061,0.066223902178211,0.04330711,0.10520478122,0.0011672840949
2011,11,12,0,0,0.05976855199941,0.055172172076421,0.080315004,0.10542525378,0.0011672840949
2011,11,13,0.250000135,0,0.06031411536488,0.064129412858211,0.083070911,0.105643757835,0.0011672840949
2011,11,14,1.520079561,0.206927277095,0.286783056988751,0.055273991304632,0.085433117,0.10586226189,0.0011672840949
2011,11,15,0,0.30206709225,3.120834756116,0.057066824201895,0.029921276,0.106080765945,0.0011672840949
2011,11,16,0,0.09614572121,0.174219388094167,0.055481838267263,0.058661449,0.10629927,0.0011672840949
2011,11,17,0,0.01298819599,0.103865927465523,0.053226746104632,0.027165369,0.109990216875,0.0011672840949
2011,11,18,0,0.002446851715,0.09604851253546,0.046251450448211,0.059448851,0.11368116375,0.0011672840949
2011,11,19,0.040157502,0.00063779562,0.094348996420872,0.048500840757369,0.075984293,0.117372110625,0.0011672840949
2011,11,20,0,0,0.091764730182849,0.057407850724632,0.055511841,0.1210630575,0.0011672840949
